Search term,Cost,Total conv. value,Conversions,Clicks,Impressions,Conv. value / cost,CTR,Avg. CPC,Avg. position,Cost / conv.,Conv. rate,View-through conv.
cat5 cable box white,0.49,0,0,1,1,0,1,0.49,0,0,0,0
cat5 cable bulk,0.13,0,0,1,20,0,0.05,0.13,0,0,0,0
cat5 cable cost per foot,0.61,0,0,1,2,0,0.5,0.61,0,0,0,0
cat5 cable for sale,0.98,0,0,2,6,0,0.33,0.49,0,0,0,0
cat5 cable for sale near me,0.16,0,0,1,1,0,1,0.16,0,0,0,0
cat5 cable head,0.77,0,0,2,8,0,0.25,0.38,0,0,0,0
cat5 cable home depot,0.34,0,0,1,34,0,0.03,0.34,0,0,0,0
cat5 cable near me,0.07,0,0,1,5,0,0.2,0.07,0,0,0,0
cat5 cable price,0.37,0,0,1,21,0,0.05,0.37,0,0,0,0
cat5 cable roll,0.25,0,0,1,4,0,0.25,0.25,0,0,0,0
cat5 cable shielded,0.49,0,0,1,3,0,0.33,0.49,0,0,0,0
cat5 cable spool,2.03,0,0,6,17,0,0.35,0.34,0,0,0,0
cat5 cord by the foot,0.23,0,0,1,1,0,1,0.23,0,0,0,0
cat5 cost per foot,0.15,0,0,1,3,0,0.33,0.15,0,0,0,0
cat5 crimper,1.98,0,0,4,70,0,0.06,0.5,0,0,0,0
cat5 crimper lowes,0.46,0,0,1,6,0,0.17,0.46,0,0,0,0
cat5 direct bury cable,0.37,0,0,1,1,0,1,0.37,0,0,0,0
cat5 e twisted,0.43,0,0,1,2,0,0.5,0.43,0,0,0,0
cat5 installation kit,0.45,0,0,1,1,0,1,0.45,0,0,0,0
cat5 internet cable,0.14,0,0,1,23,0,0.04,0.14,0,0,0,0
cat5 messenger cable,0.48,0,0,1,4,0,0.25,0.48,0,0,0,0
cat5 outdoor cable,0.49,0,0,1,2,0,0.5,0.49,0,0,0,0
cat5 outdoor cable white,0.47,0,0,1,3,0,0.33,0.47,0,0,0,0
cat5 plenum 22 awg,0.26,0,0,1,4,0,0.25,0.26,0,0,0,0
cat5 rj45 connector for solid wire,0.38,0,0,1,1,0,1,0.38,0,0,0,0
cat5 shielded,0.5,0,0,1,10,0,0.1,0.5,0,0,0,0
cat5 shielded,0.46,48.36,1,1,2,105.13,0.5,0.46,0,0.46,1,0
cat5 siamese,0.03,0,0,1,15,0,0.07,0.03,0,0,0,0
cat5 siamese cable,0.84,0,0,2,11,0,0.18,0.42,0,0,0,0
cat5 solid copper shielded 1000ft,0.5,27.86,1,1,1,55.71,1,0.5,0,0.5,1,0
cat5 spool,0.36,0,0,1,18,0,0.06,0.36,0,0,0,0
cat5 stp cable,0.49,0,0,1,5,0,0.2,0.49,0,0,0,0
cat5 uv solid copper,0.42,0,0,1,1,0,1,0.42,0,0,0,0
cat5 wire,2.07,0,0,7,278,0,0.03,0.3,0,0,0,0
cat5 with copper ground wire,0.49,0,0,1,1,0,1,0.49,0,0,0,0
cat5 with ground messenger cable,0.31,100.3,1,1,1,323.55,1,0.31,0,0.31,1,0
cat52 cable making kit,0.48,0,0,1,2,0,0.5,0.48,0,0,0,0
cat5e,4.54,509.28,3,11,1400,112.18,0.01,0.41,0,1.51,0.27,0
cat5e 1000,1,0,0,2,29,0,0.07,0.5,0,0,0,0
cat5e 1000ft box,0.45,0,0,1,13,0,0.08,0.45,0,0,0,0
cat5e 1000ft box,0.41,0,0,1,19,0,0.05,0.41,0,0,0,0
cat5e 18 2 siamese,0.29,0,0,1,4,0,0.25,0.29,0,0,0,0
cat5e 250 ft,0.4,26.74,2,1,5,66.85,0.2,0.4,0,0.2,2,0
cat5e 250 ft,0.41,0,0,1,4,0,0.25,0.41,0,0,0,0
cat5e 500 feet,0.15,0,0,1,7,0,0.14,0.15,0,0,0,0
cat5e 500 ft roll,0.1,0,0,1,2,0,0.5,0.1,0,0,0,0
cat5e 500ft,1.11,0,0,3,32,0,0.09,0.37,0,0,0,0
cat5e 500ft pull box,0.13,0,0,1,2,0,0.5,0.13,0,0,0,0
cat5e amazon,0.38,0,0,1,6,0,0.17,0.38,0,0,0,0
cat5e black 500 pull boxes,0.01,0,0,1,2,0,0.5,0.01,0,0,0,0
cat5e black cable,0.5,21.15,1,1,2,42.3,0.5,0.5,0,0.5,1,0
cat5e black wire,0.68,0,0,2,1,0,2,0.34,0,0,0,0
cat5e box,0.53,0,0,1,120,0,0.01,0.53,0,0,0,0
cat5e box kit,0.31,0,0,1,1,0,1,0.31,0,0,0,0
cat5e box of cable,0.5,0,0,1,1,0,1,0.5,0,0,0,0
cat5e braided cable,0.96,0,0,2,1,0,2,0.48,0,0,0,0
cat5e braided shield,0.49,0,0,1,1,0,1,0.49,0,0,0,0
cat5e bulk,0.86,0,0,2,16,0,0.13,0.43,0,0,0,0
cat5e bulk 1000 ft,0.49,0,0,1,9,0,0.11,0.49,0,0,0,0
cat5e bulk 1000 ft,0.43,0,0,1,1,0,1,0.43,0,0,0,0
cat5e bulk 1000 ft,0.38,0,0,1,1,0,1,0.38,0,0,0,0
cat5e bulk cable 1000 ft,0.54,0,0,1,101,0,0.01,0.54,0,0,0,0
cat5e bulk cable 1000 ft,0.49,0,0,1,2,0,0.5,0.49,0,0,0,0
cat5e bulk cable 250 ft,1.72,0,0,5,31,0,0.16,0.34,0,0,0,0
cat5e bulk cable 500 ft,0.21,0,0,1,9,0,0.11,0.21,0,0,0,0
cat5e bulk cable cm 250,0.48,0,0,1,1,0,1,0.48,0,0,0,0
cat5e bulk cheap,0.44,0,0,1,1,0,1,0.44,0,0,0,0
cat5e cable,25.42,0,0,55,2630,0,0.02,0.46,0,0,0,0
cat5e cable,2.39,0,0,5,144,0,0.03,0.48,0,0,0,0
cat5e cable 1000 ft,0.49,0,0,1,15,0,0.07,0.49,0,0,0,0
cat5e cable 1000 ft price,0.41,0,0,1,4,0,0.25,0.41,0,0,0,0
cat5e cable 500ft,0.87,0,0,2,10,0,0.2,0.44,0,0,0,0
cat5e cable black,0.41,0,0,1,1,0,1,0.41,0,0,0,0
cat5e cable bulk,2.56,0,0,5,115,0,0.04,0.51,0,0,0,0
cat5e cable for sale,0.62,0,0,2,11,0,0.18,0.31,0,0,0,0
cat5e cable makers,0.16,0,0,1,1,0,1,0.16,0,0,0,0
cat5e cable outdoor,0.5,0,0,1,4,0,0.25,0.5,0,0,0,0
cat5e cable price,0.26,0,0,1,23,0,0.04,0.26,0,0,0,0
cat5e cable spool,0.67,0,0,2,16,0,0.13,0.34,0,0,0,0
cat5e cable spool price,0.41,0,0,1,4,0,0.25,0.41,0,0,0,0
cat5e cable white,0.4,0,0,1,2,0,0.5,0.4,0,0,0,0
cat5e cabling ebay,0.51,0,0,1,1,0,1,0.51,0,0,0,0
cat5e chea,0.43,0,0,1,1,0,1,0.43,0,0,0,0
cat5e cmp bulk white 500,0.5,0,0,2,1,0,2,0.25,0,0,0,0
cat5e cmr 1000ft,0.59,0,0,1,1,0,1,0.59,0,0,0,0
cat5e cmx,0.48,0,0,1,3,0,0.33,0.48,0,0,0,0
cat5e data wire,0.46,0,0,1,1,0,1,0.46,0,0,0,0
cat5e ethernet cable,0.45,0,0,1,62,0,0.02,0.45,0,0,0,0
cat5e foil & braid shielded bulk,0.37,0,0,1,1,0,1,0.37,0,0,0,0
cat5e for outdoor,0.47,0,0,1,1,0,1,0.47,0,0,0,0
cat5e for outdoor use,0.45,0,0,1,5,0,0.2,0.45,0,0,0,0
cat5e for sale,0.97,0,0,2,2,0,1,0.48,0,0,0,0
cat5e green,0.37,0,0,1,1,0,1,0.37,0,0,0,0
cat5e home depot,1.16,0,0,5,87,0,0.06,0.23,0,0,0,0
cat5e messenger,0.5,0,0,1,2,0,0.5,0.5,0,0,0,0
cat5e messenger cable,0.4,0,0,1,1,0,1,0.4,0,0,0,0
cat5e outdoor cable,1.43,0,0,3,39,0,0.08,0.48,0,0,0,0
cat5e outdoor cable bulk,0.48,0,0,1,1,0,1,0.48,0,0,0,0
cat5e outdoor cable bulk,0.48,0,0,1,1,0,1,0.48,0,0,0,0
cat5e outdoor solid cu,0.49,0,0,1,1,0,1,0.49,0,0,0,0
cat5e plenum bare copper stp shielded ethernet network cable,0.51,0,0,2,4,0,0.5,0.26,0,0,0,0
cat5e plenum cable 1000 ft,0.62,0,0,1,9,0,0.11,0.62,0,0,0,0
cat5e power cable,0.16,0,0,1,2,0,0.5,0.16,0,0,0,0
cat5e pull box,0.47,0,0,1,1,0,1,0.47,0,0,0,0
cat5e pure copper outdoor uv,0.32,0,0,1,2,0,0.5,0.32,0,0,0,0
cat5e rg6 siamese,0.5,0,0,1,3,0,0.33,0.5,0,0,0,0
cat5e riser 500ft,0.08,0,0,1,1,0,1,0.08,0,0,0,0
cat5e riser cable,0.39,0,0,2,59,0,0.03,0.2,0,0,0,0
cat5e sftp,0.39,0,0,1,1,0,1,0.39,0,0,0,0
cat5e shielded,0.49,0,0,1,16,0,0.06,0.49,0,0,0,0
cat5e shielded 1000ft,0.4,0,0,1,2,0,0.5,0.4,0,0,0,0
cat5e shielded bulk box,0.44,0,0,1,2,0,0.5,0.44,0,0,0,0
cat5e shielded cable,0.91,0,0,2,24,0,0.08,0.46,0,0,0,0
cat5e shielded cable 1000 ft,0.5,0,0,1,3,0,0.33,0.5,0,0,0,0
cat5e shielded plenum cable,0.45,0,0,1,2,0,0.5,0.45,0,0,0,0
cat5e shielded uv,0.5,0,0,1,1,0,1,0.5,0,0,0,0
cat5e siamese cable,1.1,0,0,2,5,0,0.4,0.55,0,0,0,0
cat5e solid shielded cable,0.65,53.8,1,2,4,82.77,0.5,0.32,0,0.65,0.5,0
cat5e spool,1.53,0,0,5,53,0,0.09,0.31,0,0,0,0
cat5e spool price,0.26,0,0,1,11,0,0.09,0.26,0,0,0,0
cat5e stp,0.27,0,0,1,8,0,0.13,0.27,0,0,0,0
cat5e stp outdoor uv resistant wire,0.29,0,0,1,2,0,0.5,0.29,0,0,0,0
cat5e tester,0.35,0,0,1,32,0,0.03,0.35,0,0,0,0
cat5e uv resistant,0.37,0,0,1,2,0,0.5,0.37,0,0,0,0
cat5e where to buy,0.51,0,0,1,6,0,0.17,0.51,0,0,0,0
cat5e white cm,0.47,0,0,1,1,0,1,0.47,0,0,0,0
cat5e wire,2.1,0,0,5,154,0,0.03,0.42,0,0,0,0
cat5e wire,0.5,0,0,1,21,0,0.05,0.5,0,0,0,0
cat5e wire 500 feet,0.21,0,0,1,2,0,0.5,0.21,0,0,0,0
cat5e wiring kit for sale,0.2,0,0,1,1,0,1,0.2,0,0,0,0
cat5e with 18 2,0.48,0,0,1,2,0,0.5,0.48,0,0,0,0
cat5e with messenger,2.51,0,0,6,36,0,0.17,0.42,0,0,0,0
cat5ecable cost,0.47,0,0,1,5,0,0.2,0.47,0,0,0,0
cat5wire 1000 spool,0.5,0,0,1,1,0,1,0.5,0,0,0,0
cat6,4.33,0,0,13,1466,0,0.01,0.33,0,0,0,0
cat6 & coaxial cable,0.42,0,0,1,1,0,1,0.42,0,0,0,0
cat6 1000 feet,0.57,0,0,1,7,0,0.14,0.57,0,0,0,0
cat6 1000 ft,0.86,0,0,2,15,0,0.13,0.43,0,0,0,0
cat6 1000ft,0.83,0,0,2,153,0,0.01,0.42,0,0,0,0
cat6 1000ft pure copper,0.5,0,0,1,2,0,0.5,0.5,0,0,0,0
cat6 1000ft spool,0.47,0,0,1,5,0,0.2,0.47,0,0,0,0
cat6 18 awg,0.29,0,0,1,3,0,0.33,0.29,0,0,0,0
cat6 18awg,0.34,0,0,1,2,0,0.5,0.34,0,0,0,0
cat6 250 ft,1.25,0,0,2,3,0,0.67,0.62,0,0,0,0
cat6 250ft,0.48,0,0,1,2,0,0.5,0.48,0,0,0,0
cat6 and coaxial cable bundle,0.34,0,0,1,1,0,1,0.34,0,0,0,0
cat6 and rg6,0.24,0,0,1,3,0,0.33,0.24,0,0,0,0
cat6 box of cable,0.49,0,0,1,1,0,1,0.49,0,0,0,0
cat6 bulk,1.17,0,0,2,43,0,0.05,0.58,0,0,0,0
cat6 bulk 1000 ft,0.01,0,0,1,6,0,0.17,0.01,0,0,0,0
cat6 bulk cable,1.48,0,0,3,66,0,0.05,0.49,0,0,0,0
cat6 bulk cable 250 ft,0.52,0,0,1,39,0,0.03,0.52,0,0,0,0
cat6 cable,0.46,0,0,1,197,0,0.01,0.46,0,0,0,0
cat6 cable,31.68,11.78,1,62,9785,0.37,0.01,0.51,0,31.68,0.02,0
cat6 cable 1000 ft,0.61,0,0,2,77,0,0.03,0.3,0,0,0,0
cat6 cable 1000ft,0.49,0,0,1,7,0,0.14,0.49,0,0,0,0
cat6 cable 250 ft,0.26,0,0,2,12,0,0.17,0.13,0,0,0,0
cat6 cable 250ft,0.63,0,0,1,2,0,0.5,0.63,0,0,0,0
cat6 cable 500ft,1.11,0,0,2,46,0,0.04,0.56,0,0,0,0
cat6 cable box,0.32,0,0,1,5,0,0.2,0.32,0,0,0,0
cat6 cable bulk,1.61,0,0,3,87,0,0.03,0.54,0,0,0,0
cat6 cable by the foot,0.48,0,0,1,14,0,0.07,0.48,0,0,0,0
cat6 cable copper 1000ft,0.47,0,0,1,1,0,1,0.47,0,0,0,0
cat6 cable for in wall use,0.3,0,0,1,4,0,0.25,0.3,0,0,0,0
cat6 cable made of,0.33,0,0,1,1,0,1,0.33,0,0,0,0
cat6 cable siamese,0.6,0,0,1,2,0,0.5,0.6,0,0,0,0
cat6 cable spool,0.54,0,0,1,4,0,0.25,0.54,0,0,0,0
cat6 coax cable,0.82,0,0,3,9,0,0.33,0.27,0,0,0,0
cat6 combo,0.17,0,0,1,1,0,1,0.17,0,0,0,0
cat6 copper 23awg 1000,0.49,0,0,1,2,0,0.5,0.49,0,0,0,0
cat6 ethernet cable 100 ft,0.62,0,0,1,1,0,1,0.62,0,0,0,0
cat6 ethernet cable 1000 ft,0.58,0,0,1,10,0,0.1,0.58,0,0,0,0
cat6 ethernet coaxial cable,0.48,0,0,1,2,0,0.5,0.48,0,0,0,0
cat6 for sale,0.49,0,0,1,12,0,0.08,0.49,0,0,0,0
cat6 full copper,0.01,0,0,1,8,0,0.13,0.01,0,0,0,0
cat6 jacks bulk,0.44,0,0,1,1,0,1,0.44,0,0,0,0
cat6 outdoor cable,1.57,0,0,3,25,0,0.12,0.52,0,0,0,0
cat6 outdoor white,0.56,0,0,1,2,0,0.5,0.56,0,0,0,0
cat6 outlet,0.62,0,0,1,2,0,0.5,0.62,0,0,0,0
cat6 pull,0.5,0,0,1,1,0,1,0.5,0,0,0,0
cat6 pull,0.5,0,0,1,1,0,1,0.5,0,0,0,0
cat6 pull box,0.47,0,0,1,2,0,0.5,0.47,0,0,0,0
cat6 rg6 bundle,0.68,0,0,3,4,0,0.75,0.23,0,0,0,0
cat6 rg6 cable,0.26,0,0,1,2,0,0.5,0.26,0,0,0,0
cat6 rg6 siamese cable,0.16,0,0,1,2,0,0.5,0.16,0,0,0,0
cat6 shielded 250 ft,0.44,0,0,1,1,0,1,0.44,0,0,0,0
cat6 siamese cable,0.21,0,0,1,28,0,0.04,0.21,0,0,0,0
cat6 spool,4.3,0,0,11,114,0,0.1,0.39,0,0,0,0
cat6 spool 1000,0.46,0,0,1,4,0,0.25,0.46,0,0,0,0
cat6 spool 500 ft,1.26,0,0,4,40,0,0.1,0.32,0,0,0,0
cat6 underground wire,0.37,0,0,1,1,0,1,0.37,0,0,0,0
cat6 utp,0.38,0,0,1,7,0,0.14,0.38,0,0,0,0
cat6 wire,0.64,0,0,1,112,0,0.01,0.64,0,0,0,0
cat6 wire for in wall use,0.47,0,0,1,5,0,0.2,0.47,0,0,0,0
cat6 wire price,0.29,0,0,1,5,0,0.2,0.29,0,0,0,0
cat6 with rg6,0.77,0,0,3,3,0,1,0.26,0,0,0,0
cat6e cable 250ft,0.59,0,0,1,3,0,0.33,0.59,0,0,0,0
cat6e flourescent green bulk cable 1000,0.14,0,0,1,1,0,1,0.14,0,0,0,0
category 5 cable,0.21,0,0,1,331,0,0,0.21,0,0,0,0
category 5 ethernet cable kit,0.29,0,0,1,1,0,1,0.29,0,0,0,0
category 5 wire,0.11,0,0,1,14,0,0.07,0.11,0,0,0,0
category 6 wire gauge,0.25,0,0,1,1,0,1,0.25,0,0,0,0
catv cable with messenger cable,0.5,0,0,1,3,0,0.33,0.5,0,0,0,0
catv wire,0.44,0,0,1,11,0,0.09,0.44,0,0,0,0
ccat 6 500ft bulk white,0.6,0,0,1,1,0,1,0.6,0,0,0,0
cctv cable patch,0.96,0,0,2,1,0,2,0.48,0,0,0,0
cctv direct burial rg59,0.25,0,0,1,1,0,1,0.25,0,0,0,0
cheap bulk rg6 coax,0.43,0,0,1,1,0,1,0.43,0,0,0,0
cheap cat5 cable,0.41,0,0,1,7,0,0.14,0.41,0,0,0,0
cheap cat5 install,0.06,0,0,1,1,0,1,0.06,0,0,0,0
cheap cat5e cable,0.45,0,0,1,9,0,0.11,0.45,0,0,0,0
cheap coaxial cable,0.49,0,0,1,14,0,0.07,0.49,0,0,0,0
cheap coaxial cable,0.61,0,0,1,5,0,0.2,0.61,0,0,0,0
cheap ethernet spools,0.38,0,0,1,1,0,1,0.38,0,0,0,0
cheap rg 6 solid copper cable,0.21,0,0,1,1,0,1,0.21,0,0,0,0
cheap rg6 1000ft coaxial cable,0.35,0,0,1,1,0,1,0.35,0,0,0,0
cheap rg6 cable,0.9,0,0,2,2,0,1,0.45,0,0,0,0
cheap rg6 coax cables online,0.5,0,0,1,1,0,1,0.5,0,0,0,0
cheap rg6 coaxial cable,1.24,0,0,4,18,0,0.22,0.31,0,0,0,0
cheap speaker wire,2.11,0,0,5,289,0,0.02,0.42,0,0,0,0
cheap speaker wire in buffalo ny,0.49,0,0,1,1,0,1,0.49,0,0,0,0
chuchero cable connection,0.4,0,0,1,2,0,0.5,0.4,0,0,0,0
circuit tracer,6.51,0,0,14,268,0,0.05,0.46,0,0,0,0
circuit tracer ideal,0.88,0,0,2,4,0,0.5,0.44,0,0,0,0
circuit tracer lowes,2.68,0,0,6,36,0,0.17,0.45,0,0,0,0
circuit tracing tools,0.83,0,0,2,5,0,0.4,0.42,0,0,0,0
cl 14 2 speaker wire 1000 ft,0.43,0,0,1,1,0,1,0.43,0,0,0,0
cmr cat5e price,0.4,0,0,1,1,0,1,0.4,0,0,0,0
coax and cat5e wire,0.19,0,0,1,2,0,0.5,0.19,0,0,0,0
coax and ethernet cable,1,0,0,2,5,0,0.4,0.5,0,0,0,0
coax bulk,0.39,0,0,1,1,0,1,0.39,0,0,0,0
coax cable,7.26,0,0,18,1765,0,0.01,0.4,0,0,0,0
coax cable,1.33,0,0,3,178,0,0.02,0.44,0,0,0,0
coax cable 1000,0.75,0,0,2,2,0,1,0.38,0,0,0,0
coax cable 1000,0.56,0,0,1,1,0,1,0.56,0,0,0,0
coax cable 1000 feet,0.42,0,0,1,2,0,0.5,0.42,0,0,0,0
coax cable 1000 feet,0.32,0,0,1,3,0,0.33,0.32,0,0,0,0
coax cable 1000 ft,1.33,0,0,3,12,0,0.25,0.44,0,0,0,0
coax cable 1000 ft,2.48,0,0,7,38,0,0.18,0.35,0,0,0,0
coax cable 150 ft,0.63,0,0,1,1,0,1,0.63,0,0,0,0
coax cable 200 ft,1.4,0,0,3,16,0,0.19,0.47,0,0,0,0
coax cable 200 ft rg6,0.48,0,0,1,1,0,1,0.48,0,0,0,0
coax cable 500 ft,1.25,0,0,3,19,0,0.16,0.42,0,0,0,0
coax cable 500 ft,1.8,0,0,4,12,0,0.33,0.45,0,0,0,0
coax cable bulk,0.37,0,0,1,9,0,0.11,0.37,0,0,0,0
coax cable bulk,1.55,0,0,4,24,0,0.17,0.39,0,0,0,0
coax cable bulk,0.73,0,0,3,34,0,0.09,0.24,0,0,0,0
coax cable by the foot,0.51,0,0,1,3,0,0.33,0.51,0,0,0,0
coax cable cord,0.44,0,0,1,6,0,0.17,0.44,0,0,0,0
coax cable for hd tv,0.48,0,0,1,1,0,1,0.48,0,0,0,0
coax cable for internet bulk,0.26,0,0,1,2,0,0.5,0.26,0,0,0,0
coax cable for sale by roll,0.36,0,0,1,1,0,1,0.36,0,0,0,0
coax cable messanger,0.42,0,0,1,1,0,1,0.42,0,0,0,0
coax cable picture,0.31,0,0,1,2,0,0.5,0.31,0,0,0,0
coax cable price,0.21,0,0,1,6,0,0.17,0.21,0,0,0,0
coax cable reel,0.39,0,0,1,3,0,0.33,0.39,0,0,0,0
coax cable rg59,0.96,0,0,2,3,0,0.67,0.48,0,0,0,0
coax cable rg6,0.31,0,0,1,4,0,0.25,0.31,0,0,0,0
coax cable rg6,0.92,62.38,3,2,58,67.8,0.03,0.46,0,0.31,1.5,0
coax cable rg6 100 copper,0.31,0,0,1,1,0,1,0.31,0,0,0,0
coax cable rg6 with messenger,0.4,0,0,1,3,0,0.33,0.4,0,0,0,0
coax cable roll,0.49,0,0,1,1,0,1,0.49,0,0,0,0
coax cable roll,0.7,0,0,2,9,0,0.22,0.35,0,0,0,0
coax cable roll,1.36,0,0,4,44,0,0.09,0.34,0,0,0,0
coax cable rolls,0.84,0,0,2,4,0,0.5,0.42,0,0,0,0
coax cable sool,0.59,0,0,1,1,0,1,0.59,0,0,0,0
coax cable spool,0.47,0,0,1,27,0,0.04,0.47,0,0,0,0
coax cable spool,0.96,0,0,2,19,0,0.11,0.48,0,0,0,0
coax cable spool,0.86,0,0,3,57,0,0.05,0.29,0,0,0,0
coax cable spool,0.39,0,0,1,20,0,0.05,0.39,0,0,0,0
coax cable spools,0.49,0,0,1,2,0,0.5,0.49,0,0,0,0
coax cable toner,0.41,0,0,1,15,0,0.07,0.41,0,0,0,0
coax cable tracer,0.49,0,0,1,5,0,0.2,0.49,0,0,0,0
coax cable wire,0.5,0,0,1,2,0,0.5,0.5,0,0,0,0
coax cable wire,0.45,0,0,1,11,0,0.09,0.45,0,0,0,0
coax cable with messenger,0.22,0,0,1,1,0,1,0.22,0,0,0,0
coax cable with messerger wire,0.38,0,0,1,1,0,1,0.38,0,0,0,0
coax cablespool,0.42,0,0,1,1,0,1,0.42,0,0,0,0
coax cat 6 combo,0.44,0,0,1,2,0,0.5,0.44,0,0,0,0
coax cat6 bundled cable,0.84,0,0,2,24,0,0.08,0.42,0,0,0,0
coax for directv,0.41,0,0,1,1,0,1,0.41,0,0,0,0
coax internet cable 200ft,0.42,0,0,1,1,0,1,0.42,0,0,0,0
coax rg59,1,0,0,2,3,0,0.67,0.5,0,0,0,0
coax rg6,0.68,0,0,2,54,0,0.04,0.34,0,0,0,0
coax rg6 cable,0.33,0,0,1,12,0,0.08,0.33,0,0,0,0
coax rg6 cable sale,0.51,0,0,1,1,0,1,0.51,0,0,0,0
coax rg6 solid copper,0.66,0,0,2,6,0,0.33,0.33,0,0,0,0
coax roll,0.72,0,0,2,4,0,0.5,0.36,0,0,0,0
coax roll,0.46,0,0,1,3,0,0.33,0.46,0,0,0,0
coax roll,0.48,0,0,1,2,0,0.5,0.48,0,0,0,0
coax roll,0.3,0,0,1,3,0,0.33,0.3,0,0,0,0
coax spool,0.92,0,0,2,21,0,0.1,0.46,0,0,0,0
coax spool,0.51,0,0,1,6,0,0.17,0.51,0,0,0,0
coax spools,0.12,0,0,1,1,0,1,0.12,0,0,0,0
coax tone sender,0.49,0,0,1,2,0,0.5,0.49,0,0,0,0
coax toner,0.55,0,0,1,10,0,0.1,0.55,0,0,0,0
coax toner probe,0.45,0,0,1,3,0,0.33,0.45,0,0,0,0
coax wire,0.3,0,0,1,33,0,0.03,0.3,0,0,0,0
coax wire,2.73,0,0,6,144,0,0.04,0.46,0,0,0,0
coax wire,0.93,0,0,2,76,0,0.03,0.46,0,0,0,0
coax wire tracer,0.49,0,0,1,1,0,1,0.49,0,0,0,0
coax with cat 6,0.13,0,0,1,1,0,1,0.13,0,0,0,0
coax with ground,0.94,0,0,2,3,0,0.67,0.47,0,0,0,0
coax with messenger wire,0.37,0,0,1,5,0,0.2,0.37,0,0,0,0
coaxal cable,0.5,0,0,1,4,0,0.25,0.5,0,0,0,0
coaxial and cat6 cable,0.39,0,0,1,1,0,1,0.39,0,0,0,0
coaxial braided cable,0.41,0,0,1,2,0,0.5,0.41,0,0,0,0
coaxial braided wire,0.9,0,0,2,2,0,1,0.45,0,0,0,0
coaxial bulk cable,0.49,0,0,1,1,0,1,0.49,0,0,0,0
coaxial cable,0.84,0,0,2,512,0,0,0.42,0,0,0,0
coaxial cable,1.78,0,0,4,1439,0,0,0.44,0,0,0,0
coaxial cable 1000,0.44,0,0,1,1,0,1,0.44,0,0,0,0
coaxial cable 1000 ft,0.79,0,0,2,2,0,1,0.4,0,0,0,0
coaxial cable 1000 ft price,2.44,0,0,6,27,0,0.22,0.41,0,0,0,0
coaxial cable 1000 ft price,0.38,0,0,1,3,0,0.33,0.38,0,0,0,0
coaxial cable 1000ft,0.48,0,0,1,4,0,0.25,0.48,0,0,0,0
coaxial cable 1000ft amazon,0.07,0,0,1,1,0,1,0.07,0,0,0,0
coaxial cable 500 feet,0.29,0,0,1,7,0,0.14,0.29,0,0,0,0
coaxial cable 500 feet,0.9,0,0,2,7,0,0.29,0.45,0,0,0,0
coaxial cable 500 ft,0.75,0,0,2,18,0,0.11,0.38,0,0,0,0
coaxial cable 500 ft,1.92,0,0,3,6,0,0.5,0.64,0,0,0,0
coaxial cable 60 ft,0.64,0,0,1,5,0,0.2,0.64,0,0,0,0
coaxial cable and cat6 cable together,0.29,0,0,1,1,0,1,0.29,0,0,0,0
coaxial cable braided resistance,0.48,0,0,1,1,0,1,0.48,0,0,0,0
coaxial cable bulk,1.34,0,0,3,18,0,0.17,0.45,0,0,0,0
coaxial cable bulk,0.43,0,0,1,1,0,1,0.43,0,0,0,0
coaxial cable bulk,1.62,0,0,8,44,0,0.18,0.2,0,0,0,0
coaxial cable bulk buy,0.47,0,0,1,1,0,1,0.47,0,0,0,0
coaxial cable by the foot,0.89,0,0,2,3,0,0.67,0.44,0,0,0,0
coaxial cable by the foot,0.34,0,0,1,4,0,0.25,0.34,0,0,0,0
coaxial cable by thr foot,0.48,0,0,1,2,0,0.5,0.48,0,0,0,0
coaxial cable direct burial,0.25,0,0,1,10,0,0.1,0.25,0,0,0,0
coaxial cable exterior,0.47,0,0,1,1,0,1,0.47,0,0,0,0
coaxial cable for cheap,0.64,0,0,1,1,0,1,0.64,0,0,0,0
coaxial cable for directv,0.44,0,0,1,11,0,0.09,0.44,0,0,0,0
coaxial cable for sale,0.89,0,0,2,3,0,0.67,0.44,0,0,0,0
coaxial cable for sale,0.57,0,0,1,1,0,1,0.57,0,0,0,0
coaxial cable for security cameras,0.43,0,0,1,2,0,0.5,0.43,0,0,0,0
coaxial cable gainesville ga,0.14,0,0,1,2,0,0.5,0.14,0,0,0,0
coaxial cable ground,0.49,0,0,1,30,0,0.03,0.49,0,0,0,0
coaxial cable in bulk,0.72,0,0,4,7,0,0.57,0.18,0,0,0,0
coaxial cable on spool,0.36,0,0,1,2,0,0.5,0.36,0,0,0,0
coaxial cable picture video,0.18,0,0,1,1,0,1,0.18,0,0,0,0
coaxial cable price,0.9,0,0,2,13,0,0.15,0.45,0,0,0,0
coaxial cable price,0.49,0,0,1,1,0,1,0.49,0,0,0,0
coaxial cable price,0.46,0,0,1,5,0,0.2,0.46,0,0,0,0
coaxial cable r6,0.54,0,0,2,2,0,1,0.27,0,0,0,0
coaxial cable rg59,0.77,0,0,2,27,0,0.07,0.38,0,0,0,0
coaxial cable rg6,0.61,0,0,1,106,0,0.01,0.61,0,0,0,0
coaxial cable rg6,0.99,0,0,2,71,0,0.03,0.5,0,0,0,0
coaxial cable rg6,1.07,0,0,3,63,0,0.05,0.36,0,0,0,0
